 ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
otter,Why otters are considered as totem animals?,"The time of year associated with this is also associated with the Aquarius sign of the Zodiac, through which the sun passes January 20-February 19. ",hard,hard,S08_set1_a7
otter,Do sea otters live along the Pacific coast?,Yes,easy,easy,S08_set1_a7
otter,Do sea otters live along the Pacific coast?,Yes,easy,easy,S08_set1_a7
otter,Are otters totem animals?,Yes,easy,easy,S08_set1_a7
otter,Are otters herbivores?,No,easy,easy,S08_set1_a7
otter,Are otters herbivores?,No,easy,hard,S08_set1_a7
otter,What is the primary item in an otter's diet?,Fish.,medium,medium,S08_set1_a7
otter,What is the primary item in an otter's diet?,fish,medium,medium,S08_set1_a7
otter,What is an otter's den called?,Holt,medium,medium,S08_set1_a7
otter,What is an otter's den called?,holt,medium,medium,S08_set1_a7
otter,Why is the giant otter becoming increasingly rare?,"Poaching, habitat loss, and toxins in gold mining.  ",medium,hard,S08_set1_a7
otter,Why is the giant otter becoming increasingly rare?,"poaching, habitat loss, and the use of mercury in illegal alluvial gold mining",medium,medium,S08_set1_a7
otter,How do otters keep themselves warm without blubber?,A layer of air trapped in their fur.  ,hard,hard,S08_set1_a7
otter,How do otters keep themselves warm without blubber?,a layer of air trapped in their fur,hard,hard,S08_set1_a7
otter,How are otters playful animals?,"The slide down snowy slopes, apparently for sheer enjoyment.  ",hard,hard,S08_set1_a7
otter,How are otters playful animals?,They slide repeatedly down snowy slopes for sheer enjoyment.,hard,hard,S08_set1_a7
otter,What animals are related to otters?,"weasels, polecats, and badgers",hard,hard,S08_set1_a7
otter,"What traps a layer of air, and keeps them dry and warm under water?",Long guard hair,NULL,medium,S08_set1_a7
otter,The collective noun romp is sometimes used for a group of what?,Otters,NULL,medium,S08_set1_a7
otter,Is it true that otters eat a variety of fish?,yes,NULL,medium,S08_set1_a7
otter,Are otters playful animals?,yes,NULL,easy,S08_set1_a7
otter,Are otters very active?,yes,NULL,easy,S08_set1_a7
otter,Are male otters dog-otters?,yes,NULL,easy,S08_set1_a7
otter,An otter 's den is what?,A holt,NULL,medium,S08_set1_a7
otter,Sea otters eat what?,Shellfish and other invertebrates,NULL,medium,S08_set1_a7
otter,Is the myth of Otter 's Ransom the starting point of the Volsunga saga ?,yes,NULL,easy,S08_set1_a7
otter,"Are Male otters dog-otters , females are bitches and babies are cubs or pups ?",yes,NULL,easy,S08_set1_a7
otter,Is an otter 's den called a holt ?,yes,NULL,easy,S08_set1_a7
otter,"Have most otters fish as the primary item in their diet , supplemented by frogs , crayfish and crabs ?",yes,NULL,easy,S08_set1_a7
penguin,Do penguins feed on krill?,yes,easy,easy,S08_set1_a3
penguin,Do penguins feed on krill?,yes,easy,easy,S08_set1_a3
penguin,What is the largest living species of penguin?,Emperor Penguin,easy,medium,S08_set1_a3
penguin,What is the largest living species of penguin?,the Emperor Penguin (Aptenodytes forsteri),easy,medium,S08_set1_a3
penguin,Do penguins live almost exclusively in the Southern Hemisphere?,yes,easy,easy,S08_set1_a3
penguin,Do penguins live almost exclusively in the Southern Hemisphere?,yes,easy,easy,S08_set1_a3
penguin,"What is ""tobogganing""?",when penguins slide on their bellies across the snow,medium,hard,S08_set1_a3
penguin,"What is ""tobogganing""?",Tobogganing is when penguins slide on their bellies across the snow.,medium,hard,S08_set1_a3
penguin,Why are penguins countershaded?,for camouflage,medium,hard,S08_set1_a3
penguin,Why are penguins countershaded?,for camouflage,medium,hard,S08_set1_a3
penguin,Are penguins afraid of humans?,no,medium,medium,S08_set1_a3
penguin,Are penguins afraid of humans?,no,medium,medium,S08_set1_a3
penguin,How much time to penguins spend on land?,half of their life,hard,hard,S08_set1_a3
penguin,How much time to penguins spend on land?,They spend half of their life on land.,hard,medium,S08_set1_a3
penguin,How many species of penguins are there?,between 17 and 20 living species,hard,medium,S08_set1_a3
penguin,How many species of penguins are there?,"Penguin biodiversity varies between 17 and 20 living species, all in the subfamily Spheniscinae.",hard,hard,S08_set1_a3
penguin,How are Isabelline penguins different from most penguins?,they have brown rather than black plumage,hard,hard,S08_set1_a3
penguin,How are Isabelline penguins different from most penguins?,Because they are born with brown rather than black plumage.,hard,hard,S08_set1_a3
penguin,Are penguins birds?,yes,easy,easy,S08_set1_a3
penguin,Are penguins birds?,Yes,easy,easy,S08_set1_a3
penguin,Do penguins have a better than average sense of hearing for birds?,yes,easy,easy,S08_set1_a3
penguin,Do penguins have a better than average sense of hearing for birds?,No,easy,easy,S08_set1_a3
penguin,"Are penguins considered ""higher waterbirds""?",yes,easy,easy,S08_set1_a3
penguin,"Are penguins considered ""higher waterbirds""?",Yes,easy,easy,S08_set1_a3
penguin,What order do penguins belong to?,Sphenisciformes,medium,medium,S08_set1_a3
penguin,What order do penguins belong to?,Sphenisciformes,medium,medium,S08_set1_a3
penguin,What is the largest living species of penguin?,Emperor Penguin,medium,medium,S08_set1_a3
penguin,What is the largest living species of penguin?,Emperor,medium,medium,S08_set1_a3
penguin,How tall were the tallest prehistoric penguins?,1.80 meters,medium,medium,S08_set1_a3
penguin,How tall were the tallest prehistoric penguins?,as tall as an adult human,medium,hard,S08_set1_a3
penguin,What makes penguins so agile in the water?,Their wings have become flippers,hard,hard,S08_set1_a3
penguin,What makes penguins so agile in the water?,"Smooth plumage preserves a layer of air, ensuring buoyancy, wings are flippers",hard,hard,S08_set1_a3
penguin,"Why do penguins ""tobaggan""?",It conserves energy while moving quickly,hard,hard,S08_set1_a3
penguin,"Why do penguins ""tobaggan""?",Conserves energy while moving quickly,hard,hard,S08_set1_a3
penguin,Who spend half of their life on land and half in the oceans?,Penguins,NULL,medium,S08_set1_a3
penguin,What is also the distance that Antarctic tourists are told to keep from penguins?,3 meters,NULL,medium,S08_set1_a3
penguin,"What have become flippers, useless for flight in the air?",Penguins' wings,NULL,medium,S08_set1_a3
penguin,What happens when mothers lose a chick?,"They sometimes attempt to ""steal"" another chick.",NULL,medium,S08_set1_a3
penguin,Is it true that each penguin gets a turn in the center?,Yes,NULL,easy,S08_set1_a3
penguin,Are all penguins countershaded?,Yes,NULL,easy,S08_set1_a3
penguin,Are penguins astonishingly agile?,In the water they are.,NULL,easy,S08_set1_a3
penguin,Are penguins at risk?,Yes,NULL,easy,S08_set1_a3
penguin,"Is it also possible that penguin comes from the Latin pinguis , fat ?",Yes,NULL,easy,S08_set1_a3
penguin,Have penguins an average sense of hearing for birds ?,Yes,NULL,easy,S08_set1_a3
penguin,Can larger penguins dive deep in case of need ?,Yes,NULL,easy,S08_set1_a3
penguin,"Is the smallest penguin species the Little Blue Penguin -LRB- also known as the Fairy Penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2.2 lb -RRB- ?",Yes,NULL,easy,S08_set1_a3
penguin,"Is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae ?",It is not even known.,NULL,medium,S08_set1_a3
penguin,Is the largest living species the emperor penguin -LRB- aptenodytes forsteri -RRB-?,Yes,NULL,easy,S08_set1_a3
penguin,"Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?",Yes,NULL,easy,S08_set1_a3
penguin,What happened in a region not quite 2000 km south of the equator 35 mya?,At least one giant penguin.,NULL,medium,S08_set1_a3
polar_bear,What is the last word on the page?,Connecticut,easy,too easy,S08_set1_a4
polar_bear,What is the last word on the page?,(SSN-22),easy,too hard,S08_set1_a4
polar_bear,Is polar bear a mammal?,Yes,easy,easy,S08_set1_a4
polar_bear,Is polar bear a mammal?,Yes,easy,easy,S08_set1_a4
polar_bear,Is polar bear a carnivore?,Yes,easy,easy,S08_set1_a4
polar_bear,Is polar bear a carnivore?,Yes,easy,easy,S08_set1_a4
polar_bear,What is largest polar bear on record?,2200 lb,medium,medium,S08_set1_a4
polar_bear,What is largest polar bear on record?,"A huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.",medium,medium,S08_set1_a4
polar_bear,What is polar bear's skin color?,white or cream,medium,easy,S08_set1_a4
polar_bear,What is polar bear's skin color?,Black,medium,easy,S08_set1_a4
polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium,S08_set1_a4
polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium,S08_set1_a4
polar_bear,What is cause of polar bear's skin diseases?,mites or other parasites,hard,medium,S08_set1_a4
polar_bear,What is cause of polar bear's skin diseases?,Mites or other parasites,hard,medium,S08_set1_a4
polar_bear,Why polar bear is a special species?,"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.",hard,too hard,S08_set1_a4
polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear about 200 thousand years ago.,hard,medium,S08_set1_a4
polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear roughly 200 thousand years ago.,hard,medium,S08_set1_a4
polar_bear,Does a polar bear live in the Arctic?,yes,easy,easy,S08_set1_a4
polar_bear,Does a polar bear live in the Arctic?,Yes,easy,easy,S08_set1_a4
polar_bear,Is a polar bear white in color?,yes,easy,medium,S08_set1_a4
polar_bear,Is a polar bear white in color?,Yes,easy,easy,S08_set1_a4
polar_bear,Is a polar bear at high risk of extinction?,yes,easy,easy,S08_set1_a4
polar_bear,Is a polar bear at high risk of extinction?,Yes,easy,easy,S08_set1_a4
polar_bear,How heavy is a male polar bear?,300-600 kg (660-1320 lb),medium,medium,S08_set1_a4
polar_bear,How heavy is a male polar bear?,Most adult males weigh 350-650 kg,medium,too hard,S08_set1_a4
polar_bear,How heavy was the largest polar bear on record?,1002 kg (2200 lb) ,medium,medium,S08_set1_a4
polar_bear,How heavy was the largest polar bear on record?,He allegedly weighed 1002 kg,medium,medium,S08_set1_a4
polar_bear,What does a polar bear's fur provide?,It provides the animal with effective camouflage.,medium,medium,S08_set1_a4
polar_bear,What does a polar bear's fur provide?,A polar bear's fur provides camouflage and insulation,medium,medium,S08_set1_a4
polar_bear,Do female polar bears weight more than the male?,no,hard,medium,S08_set1_a4
polar_bear,Do female polar bears weight more than the male?,No,hard,easy,S08_set1_a4
polar_bear,How much weight do female polar bears gain during pregnancy?,They gain double their weight.,hard,medium,S08_set1_a4
polar_bear,How much weight do female polar bears gain during pregnancy?,They double their weight during pregnancy,hard,medium,S08_set1_a4
polar_bear,Can polar bears be seen under infrared photography?,Polar bears are nearly invisible under infrared photography.,hard,easy,S08_set1_a4
polar_bear,Can polar bears be seen under infrared photography?,Only their breath and muzzles can be easily seen,hard,hard,S08_set1_a4
polar_bear,What is actually black in color?,A polar bear's skin.,NULL,medium,S08_set1_a4
polar_bear,What insulate it against the cold?,Its think blubber and fur.,NULL,medium,S08_set1_a4
polar_bear,What includes a lengthy justification of why this species is listed as vulnerable?,Database entry.,NULL,medium,S08_set1_a4
polar_bear,What do with greenpeace and the natural resources defense council have in common?,They filed lawsuits in California.,NULL,medium,S08_set1_a4
polar_bear,Are studies insufficient evidence for global protection?,It is arguable.,NULL,medium,S08_set1_a4
polar_bear,Are polar bears excellent swimmers?,yes,NULL,easy,S08_set1_a4
polar_bear,"A semi-aquatic marine mammal , the polar bear has what?","It has adapted for life on a combination of land, sea, and ice.",NULL,medium,S08_set1_a4
polar_bear,Garbage is what?,"Garbage is now recycled or transported to Thompson, Manitoba.",NULL,medium,S08_set1_a4
polar_bear,The bears sometimes what?,They sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites.,NULL,medium,S08_set1_a4
polar_bear,Is the Polar Bear the mascot of Bowdoin college ?,yes,NULL,easy,S08_set1_a4
polar_bear,Have thumbpolar bears been made both controversial and famous for their distinctive white fur and their habitat ?,yes,NULL,easy,S08_set1_a4
polar_bear,"Did Mitchell Taylor , the Nunavut Government Manager of Wildlife Research , not write a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time ?",no,NULL,easy,S08_set1_a4
polar_bear,Are Cubs born in December without awakening the mother ?,yes,NULL,easy,S08_set1_a4
Qatar,Does Qatar rank as the eighth richest country in the world per capita?,No.,easy,easy,S08_set2_a3
Qatar,Does Qatar rank as the eighth richest country in the world per capita?,no,easy,easy,S08_set2_a3
Qatar,Do nearly all Qataris profess Islam?,Yes.,easy,easy,S08_set2_a3
Qatar,Do nearly all Qataris profess Islam?,yes,easy,easy,S08_set2_a3
Qatar,Can women legally drive in Qatar?,Yes.,easy,easy,S08_set2_a3
Qatar,Can women legally drive in Qatar?,yes,easy,easy,S08_set2_a3
Qatar,When did Qatar become an independent state?,"September 3, 1971.",medium,medium,S08_set2_a3
Qatar,When did Qatar become an independent state?,"September 3, 1971",medium,medium,S08_set2_a3
Qatar,Where is Qatar's telecommunication system centered?,Doha.,medium,medium,S08_set2_a3
Qatar,Where is Qatar's telecommunication system centered?,Doha,medium,medium,S08_set2_a3
Qatar,Where did a suicide-bombing kill a teacher in 2005?,At the Doha Players Theatre.,medium,medium,S08_set2_a3
Qatar,Where did a suicide-bombing kill a teacher in 2005?,Doha Players Theatre,medium,medium,S08_set2_a3
Qatar,Does the native pronunciation of Qatar sound like 'cutter'?,Yes.,hard,hard,S08_set2_a3
Qatar,Does the native pronunciation of Qatar sound like 'cutter'?,no,hard,hard,S08_set2_a3
Qatar,What is the Arabic word for municipalities?,baladiyah.,hard,hard,S08_set2_a3
Qatar,What is the Arabic word for municipalities?,baladiyah,hard,hard,S08_set2_a3
Qatar,What universities are in Education City?,"Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College.",hard,hard,S08_set2_a3
Qatar,What universities are in Education City?,"Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University",hard,hard,S08_set2_a3
Qatar,What carried with it a tacit recognition of Qatar's status as distinct from Bahrain?,The British Protectorate (per Colonel Lewis Pelly) asking to negotiate with a representative from Qatar after Bahrain's violation of the 1820 Anglo-Bahraini Treaty.,NULL,hard,S08_set2_a3
Qatar,Qatar became an independent sovereign state in what year?,"On September 3, 1971.",NULL,medium,S08_set2_a3
Qatar,"What consists of a low, barren plain, covered with sand?",Much of the country.,NULL,medium,S08_set2_a3
Qatar,How do qatar and the wider region relate?,Qatar is aiming to become a role model for economic and social transformation in the region. Large scale investment in all social and economic sectors will also lead to the development of a strong financial market.,NULL,too hard,S08_set2_a3
Qatar,Was Qatar University founded in 1973?,Yes,NULL,medium,S08_set2_a3
Qatar,Is Qatar bordered by Saudi Arabia to the south?,Yes,NULL,easy,S08_set2_a3
Qatar,What bordered by Saudi?,Qatar,NULL,medium,S08_set2_a3
Qatar,Who served as the headquarters and one of the main launching sites of the US invasion of Iraq in 2003 ?,Qatar.,NULL,medium,S08_set2_a3
Qatar,Has Qatar a modern Telecommunication system centered in Doha ?,Yes,NULL,easy,S08_set2_a3
Qatar,Was Qatar University founded in 1973 ?,Yes,NULL,easy,S08_set2_a3
Qatar,"Did the Qataris not choose as their negotiator the respected entrepreneur and long-time resident of Doha , Muhammed bin Thani ?",Yes,NULL,easy,S08_set2_a3
Qatar,Will oil and gas probably remain the backbone of Qatar 's economy for some time to come ?,Yes,NULL,easy,S08_set2_a3
Qatar,"Has it been created with a long term perspective to support the development of Qatar and the wider region , develop local and regional markets , and strengthen the links between the energy based economies and global financial markets ?",Yes,NULL,easy,S08_set2_a3
Qatar,What happened in these positions in english?,These allophones cannot occur there.,NULL,medium,S08_set2_a3
Qatar,Can these allophones not occur in these positions in english?,yes,NULL,easy,S08_set2_a3
Qatar,"Is -RRB- , officially the state of qatar -LRB- arabic (: : transliterated as dawlat qatar -RRB- , an arab emirate in southwest asia?",Yes,NULL,easy,S08_set2_a3
Romania,Does Romania border Hungary?,Yes.,easy,medium,S08_set2_a7
Romania,Does Romania border Hungary?,yes,easy,easy,S08_set2_a7
Romania,Is Romania a secular state?,Yes.,easy,easy,S08_set2_a7
Romania,Is Romania a secular state?,yes,easy,easy,S08_set2_a7
Romania,Is the president elected by popular vote?,Yes.,easy,easy,S08_set2_a7
Romania,Is the president elected by popular vote?,yes,easy,easy,S08_set2_a7
Romania,How many counties is Romania divided into?,41.,medium,medium,S08_set2_a7
Romania,How many counties is Romania divided into?,forty-one,medium,medium,S08_set2_a7
Romania,What is the highest mountain in Romania?,Moldoveanu Peak.,medium,medium,S08_set2_a7
Romania,What is the highest mountain in Romania?,Moldoveanu Peak,medium,medium,S08_set2_a7
Romania,What is the official language of Romania?,Romanian.,medium,medium,S08_set2_a7
Romania,What is the official language of Romania?,Romanian,medium,medium,S08_set2_a7
Romania,Is the Romanian economy doing well?,Yes.,hard,too hard,S08_set2_a7
Romania,Are there many Roma in Romania?,No.,hard,too hard,S08_set2_a7
Romania,Are there many Roma in Romania?,no,hard,too hard,S08_set2_a7
Romania,How many territories joined to form Romania?,2.,hard,too hard,S08_set2_a7
Romania,How many territories joined to form Romania?,2,hard,too hard,S08_set2_a7
Romania,Does Romania share a border with Ukraine?,yes,easy,easy,S08_set2_a7
Romania,Does Romania share a border with Ukraine?,Yes,easy,easy,S08_set2_a7
Romania,Did Romania declare neutrality during World War I?,yes,easy,easy,S08_set2_a7
Romania,Did Romania declare neutrality during World War I?,Yes,easy,easy,S08_set2_a7
Romania,Does Romania share the same language with Moldova?,yes,easy,easy,S08_set2_a7
Romania,Does Romania share the same language with Moldova?,Practically,easy,medium,S08_set2_a7
Romania,"Who was the first gymnast to score a perfect ""ten""?",Nadia Comăneci,medium,medium,S08_set2_a7
Romania,"Who was the first gymnast to score a perfect ""ten""?",Nadia Comăneci,medium,medium,S08_set2_a7
Romania,What is the largest city in Romania?,Bucharest,medium,medium,S08_set2_a7
Romania,What is the largest city in Romania?,Bucharest,medium,medium,S08_set2_a7
Romania,What is the largest ethnic minority in Romania?,Hungarians,medium,medium,S08_set2_a7
Romania,What is the largest ethnic minority in Romania?,Hungarians,medium,medium,S08_set2_a7
Romania,How many countries in Europe are bigger than Romania?  ,eleven,hard,hard,S08_set2_a7
Romania,How many countries in Europe are bigger than Romania?  ,Eleven,hard,too hard,S08_set2_a7
Romania,Why doesn't Romania have a state religion?  ,Romania is a secular state,hard,hard,S08_set2_a7
Romania,Why wasn't Romania neutral during World War II?,it received a Soviet ultimatum,hard,hard,S08_set2_a7
Romania,Why wasn't Romania neutral during World War II?,The Soviets threatened invasion.,hard,hard,S08_set2_a7
Romania,"Sibiu, a large city in Transylvania, was chosen as European Capital of Culture in what year?",2007,NULL,medium,S08_set2_a7
Romania,"What are approximately 42,000 years old and have been nicknamed`` John of Anina''?",the remains (the lower jaw) of the oldest modern human,NULL,hard,S08_set2_a7
Romania,"Is it true that romania has a population of 21,698,181?",Yes,NULL,easy,S08_set2_a7
Romania,What do economy and law have in common?,(not sure how to answer this),NULL,,S08_set2_a7
Romania,What did Tourism in Romania attract in 2005?,investments worth 400 million euros,NULL,medium,S08_set2_a7
Romania,Is Romania a secular state?,Yes,NULL,easy,S08_set2_a7
Romania,Is Romania a semi-presidential unitary state?,Yes,NULL,easy,S08_set2_a7
Romania,,NULL,NULL,NULL,S08_set2_a7
Romania,,NULL,NULL,NULL,S08_set2_a7
Romania,Is Romania a semi-presidential democratic republic where executive functions are shared between the president and the prime minister ?,Yes,NULL,easy,S08_set2_a7
Romania,Was Gellu Naum the leader of the surrealist movement in Romania ?,Yes,NULL,easy,S08_set2_a7
Romania,Was the Bucharest Metro only opened in 1979 ?,Yes,NULL,easy,S08_set2_a7
Romania,"Is romania -LRB- , -RRB- a country in southeastern europe?",Yes,NULL,easy,S08_set2_a7
Romania,Is romania a semi-presidential unitary state?,Yes,NULL,easy,S08_set2_a7
Singapore,Do singaporeans enjoy squid?,"Yes, they do.",easy,easy,S08_set2_a2
Singapore,Do singaporeans enjoy squid?,yes,easy,easy,S08_set2_a2
Singapore,Do singaporeans enjoy squid?,NULL,easy,NULL,S08_set2_a2
Singapore,Did Singapore's standard of living decrease since independence?,"No, the standard living was raised.",easy,medium,S08_set2_a2
Singapore,Did Singapore's standard of living decrease since independence?,no,easy,easy,S08_set2_a2
Singapore,Did Singapore's standard of living decrease since independence?,NULL,easy,NULL,S08_set2_a2
Singapore,Did the media contribute 15.6% to Singapore's GDP in 2001?,"No, it contributed 1.56% to GDP in 2001.",easy,medium,S08_set2_a2
Singapore,Did the media contribute 15.6% to Singapore's GDP in 2001?,no,easy,easy,S08_set2_a2
Singapore,Did the media contribute 15.6% to Singapore's GDP in 2001?,NULL,easy,NULL,S08_set2_a2
Singapore,How many people use the bus network daily?,More than 2.78 million people.,medium,easy,S08_set2_a2
Singapore,How many people use the bus network daily?,2.78 million people,medium,medium,S08_set2_a2
Singapore,How many people use the bus network daily?,NULL,medium,NULL,S08_set2_a2
Singapore,Where did Orang Laut people live?,"Orang Laut people lived around the coast, rivers and smaller islands.",medium,easy,S08_set2_a2
Singapore,Where did Orang Laut people live?,"Several hundred indigenous Orang Laut people also lived around the coast, rivers and smaller islands.",medium,medium,S08_set2_a2
Singapore,Where did Orang Laut people live?,NULL,medium,NULL,S08_set2_a2
Singapore,What is the MRT?,One of three heavy rail passenger transport lines in Singapore.,medium,medium,S08_set2_a2
Singapore,What is the MRT?,Mass Rapid Transit system,medium,medium,S08_set2_a2
Singapore,What is the MRT?,NULL,medium,NULL,S08_set2_a2
Singapore,How is Singapore's climate characterized?,Singapore has a tropical rainforest climate with no distinctive seasons.,hard,medium,S08_set2_a2
Singapore,How is Singapore's climate characterized?,"Its climate is characterized by uniform temperature and pressure, high humidity, and abundant rainfall",hard,medium,S08_set2_a2
Singapore,How is Singapore's climate characterized?,NULL,hard,NULL,S08_set2_a2
Singapore,How much increase in the media's contribution to GDP is the government seeking?,The government seeks to increase its GDP contribution to 3% by 2012. ,hard,medium,S08_set2_a2
Singapore,How much increase in the media's contribution to GDP is the government seeking?,the government seeks to increase its GDP contribution to 3% by 2012. ,hard,medium,S08_set2_a2
Singapore,How much increase in the media's contribution to GDP is the government seeking?,NULL,hard,NULL,S08_set2_a2
Singapore,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,Six days,hard,medium,S08_set2_a2
Singapore,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,6 days,hard,hard,S08_set2_a2
Singapore,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,NULL,hard,NULL,S08_set2_a2
Singapore,Is Singapore located at the southern tip of the Korean Penisula?,no,easy,easy,S08_set2_a2
Singapore,Is Singapore located at the southern tip of the Korean Penisula?,Yes.,easy,easy,S08_set2_a2
Singapore,Is Singapore a city-state?,yes,easy,easy,S08_set2_a2
Singapore,Is Singapore a city-state?,Yes.,easy,easy,S08_set2_a2
Singapore,Has Sang Nila Utama visited Singapore?,yes,easy,hard,S08_set2_a2
Singapore,Has Sang Nila Utama visited Singapore?,Yes.,easy,easy,S08_set2_a2
Singapore,"What does ""singa"" mean?",lion,medium,medium,S08_set2_a2
Singapore,When is the first record of S08_settlement in Singapore?,second century AD,medium,easy,S08_set2_a2
Singapore,When is the first record of S08_settlement in Singapore?,The first records of S08_settlement in Singapore are from the second century AD.,medium,medium,S08_set2_a2
Singapore,Which nation invaded Singapore during World War II?,Japan,medium,hard,S08_set2_a2
Singapore,Which nation invaded Singapore during World War II?,"During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore.",medium,medium,S08_set2_a2
Singapore,"Why Churchill called the occupation of Singapor by Janpan during WWII ""Britain's greatest defeat""?",The British were defeated in six days,hard,hard,S08_set2_a2
Singapore,Was Lee Kuan Yew a successful leader of Singapore?,yes,hard,too hard,S08_set2_a2
Singapore,Was Lee Kuan Yew a successful leader of Singapore?,Yes.,hard,too hard,S08_set2_a2
Singapore,When did Goh Chok Tong succeed Lee as Prime Minister?,"In 1990, Goh Chok Tong succeeded Lee as Prime Minister.",easy,medium,S08_set2_a2
Singapore,When did Goh Chok Tong succeed Lee as Prime Minister?,NULL,easy,NULL,S08_set2_a2
Singapore,What is the primary domestic source of water supply?,The primary domestic source of water supply in Singapore is rainfall.,easy,medium,S08_set2_a2
Singapore,What is the primary domestic source of water supply?,NULL,easy,NULL,S08_set2_a2
Singapore,What is the national language of Singapore?,The national language of Singapore is Malay.,easy,medium,S08_set2_a2
Singapore,What is the national language of Singapore?,NULL,easy,NULL,S08_set2_a2
Singapore,Where is the National Orchid Garden?,Singapore Botanic Gardens.,medium,medium,S08_set2_a2
Singapore,Where is the National Orchid Garden?,NULL,medium,NULL,S08_set2_a2
Singapore,Why are relations with Malaysia and Indonesia important?,"Due to obvious geographical reasons, relations with Malaysia and Indonesia are most important.",medium,medium,S08_set2_a2
Singapore,Why are relations with Malaysia and Indonesia important?,NULL,medium,NULL,S08_set2_a2
Singapore,What is the most densely populated independent country in the world?,Monaco,medium,hard,S08_set2_a2
Singapore,What is the most densely populated independent country in the world?,NULL,medium,NULL,S08_set2_a2
Singapore,Who did Sir Thomas Stamford Raffles work for?,British East India Company,hard,hard,S08_set2_a2
Singapore,Who did Sir Thomas Stamford Raffles work for?,NULL,hard,NULL,S08_set2_a2
Singapore,When was Lee Kuan Yew prime minister of Singapore?,1959,hard,medium,S08_set2_a2
Singapore,When was Lee Kuan Yew prime minister of Singapore?,NULL,hard,NULL,S08_set2_a2
Singapore,What is the punishment for first-degree murder?,There are laws which allow capital punishment in Singapore for first-degree murder and drug trafficking.,hard,hard,S08_set2_a2
Singapore,What is the punishment for first-degree murder?,NULL,hard,NULL,S08_set2_a2
Singapore,What established a trading post on the island in 1819?,British East India Company ,NULL,easy,S08_set2_a2
Singapore,What used Singapore as a strategic trading post along the spice route?,British,NULL,easy,S08_set2_a2
Singapore,What became one of the most important commercial and military centres of the British Empire?,Singapore,NULL,medium,S08_set2_a2
Singapore,"Who boasted a sizeable community of 100,000 by 1869?",British India office,NULL,hard,S08_set2_a2
Singapore,How do reservoirs and water relate?,"By 2001, there were 19 raw water reservoirs, 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs. ",NULL,hard,S08_set2_a2
Singapore,Is it true that singapore has several long - standing disputes with malaysia?,Yes,NULL,easy,S08_set2_a2
Singapore,Has Singapore Changi Airport a network of 81 airlines connecting Singapore to 185 cities in 58 countries ?,Yes,NULL,easy,S08_set2_a2
Singapore,Has Singapore a network of reservoirs and water catchment areas ?,Yes,NULL,easy,S08_set2_a2
Singapore,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",Yes,NULL,easy,S08_set2_a2
Singapore,"Does the economy not depend heavily on exports refining imported goods , especially in manufacturing ?",No,NULL,medium,S08_set2_a2
Singapore,"Is singapore -LRB- ; (: ; , -RRB- , officially the republic of singapore -LRB- ; (: ; , -RRB- , an island nation located at the southern tip of the malay peninsula?",Yes,NULL,easy,S08_set2_a2
Singapore,Is singapore the 17th wealthiest country in the world in terms of gdp per capita?,No,NULL,easy,S08_set2_a2
Theodore_Roosevelt,Was Thedore Roosevelt  a member of the Republican Party?,Yes,easy,easy,S08_set3_a7
Theodore_Roosevelt,Was Thedore Roosevelt  a member of the Republican Party?,Yes,easy,easy,S08_set3_a7
Theodore_Roosevelt,Does Theodore Roosevelt have a brother?,Yes,easy,easy,S08_set3_a7
Theodore_Roosevelt,Does Theodore Roosevelt have a brother?,Yes,easy,medium,S08_set3_a7
Theodore_Roosevelt,Did Theodore Roosevelt go to Harvard?,Yes,easy,easy,S08_set3_a7
Theodore_Roosevelt,Did Theodore Roosevelt go to Harvard?,Yes,easy,medium,S08_set3_a7
